91.0,61.0,74.0,87.0,43.0,76.0,84.0,80.0,90.0,0.0,59.0,82.0,54.0,69.0,92.0,84.0,82.0,52.0,45.0,84.0,70.0,81.0,84.0,88.0,89.0,84.0,49.0,89.0,71.0,61.0,76.0,85.0
73.0,80.0,76.0,70.0,57.0,80.0,102.0,72.0,99.0,59.0,0.0,94.0,57.0,71.0,99.0,77.0,106.0,50.0,70.0,74.0,75.0,87.0,95.0,105.0,110.0,94.0,60.0,111.0,60.0,68.0,75.0,106.0
79.0,68.0,75.0,72.0,84.0,82.0,39.0,87.0,38.0,82.0,94.0,0.0,82.0,79.0,39.0,68.0,38.0,89.0,73.0,76.0,84.0,71.0,41.0,46.0,39.0,76.0,80.0,37.0,80.0,82.0,98.0,42.0
71.0,85.0,68.0,73.0,41.0,66.0,84.0,84.0,83.0,54.0,57.0,82.0,0.0,66.0,90.0,86.0,84.0,43.0,71.0,69.0,77.0,71.0,81.0,87.0,89.0,82.0,47.0,89.0,69.0,65.0,77.0,83.0
81.0,69.0,84.0,84.0,71.0,72.0,80.0,78.0,77.0,69.0,71.0,79.0,66.0,0.0,85.0,75.0,83.0,66.0,75.0,76.0,73.0,71.0,74.0,87.0,83.0,66.0,70.0,86.0,60.0,71.0,86.0,88.0
73.0,73.0,72.0,74.0,96.0,74.0,43.0,79.0,44.0,92.0,99.0,39.0,90.0,85.0,0.0,80.0,34.0,89.0,79.0,84.0,78.0,76.0,43.0,47.0,40.0,69.0,92.0,38.0,84.0,82.0,93.0,40.0
79.0,63.0,76.0,82.0,85.0,82.0,70.0,72.0,63.0,84.0,77.0,68.0,86.0,75.0,80.0,0.0,71.0,86.0,65.0,74.0,78.0,63.0,67.0,72.0,71.0,68.0,89.0,72.0,74.0,79.0,82.0,68.0
78.0,65.0,68.0,80.0,89.0,72.0,37.0,81.0,35.0,82.0,106.0,38.0,84.0,83.0,34.0,71.0,0.0,88.0,70.0,82.0,83.0,64.0,38.0,43.0,34.0,69.0,87.0,33.0,89.0,83.0,93.0,32.0
75.0,81.0,61.0,76.0,61.0,76.0,89.0,81.0,87.0,52.0,50.0,89.0,43.0,66.0,89.0,86.0,88.0,0.0,64.0,77.0,77.0,70.0,84.0,93.0,94.0,79.0,54.0,93.0,75.0,57.0,71.0,91.0
85.0,50.0,76.0,85.0,59.0,72.0,69.0,73.0,78.0,45.0,70.0,73.0,71.0,75.0,79.0,65.0,70.0,64.0,0.0,90.0,66.0,80.0,75.0,78.0,75.0,86.0,65.0,75.0,75.0,66.0,78.0,68.0
58.0,89.0,68.0,64.0,75.0,69.0,84.0,70.0,81.0,84.0,74.0,76.0,69.0,76.0,84.0,74.0,82.0,77.0,90.0,0.0,82.0,68.0,87.0,81.0,88.0,72.0,72.0,82.0,70.0,76.0,74.0,84.0
69.0,73.0,80.0,65.0,71.0,72.0,80.0,62.0,84.0,70.0,75.0,84.0,77.0,73.0,78.0,78.0,83.0,77.0,66.0,82.0,0.0,72.0,79.0,79.0,86.0,80.0,66.0,86.0,77.0,59.0,67.0,86.0
66.0,80.0,75.0,84.0,80.0,77.0,65.0,78.0,61.0,81.0,87.0,71.0,71.0,71.0,76.0,63.0,64.0,70.0,80.0,68.0,72.0,0.0,56.0,59.0,69.0,59.0,76.0,71.0,81.0,62.0,83.0,67.0
81.0,67.0,69.0,89.0,87.0,78.0,34.0,81.0,27.0,84.0,95.0,41.0,81.0,74.0,43.0,67.0,38.0,84.0,75.0,87.0,79.0,56.0,0.0,36.0,37.0,64.0,84.0,41.0,86.0,85.0,100.0,40.0
75.0,74.0,80.0,89.0,94.0,83.0,37.0,88.0,37.0,88.0,105.0,46.0,87.0,87.0,47.0,72.0,43.0,93.0,78.0,81.0,79.0,59.0,36.0,0.0,37.0,68.0,87.0,31.0,92.0,79.0,98.0,39.0
85.0,69.0,72.0,87.0,94.0,81.0,31.0,87.0,36.0,89.0,110.0,39.0,89.0,83.0,40.0,71.0,34.0,94.0,75.0,88.0,86.0,69.0,37.0,37.0,0.0,70.0,94.0,32.0,94.0,93.0,98.0,34.0
78.0,79.0,79.0,80.0,91.0,77.0,72.0,85.0,67.0,84.0,94.0,76.0,82.0,66.0,69.0,68.0,69.0,79.0,86.0,72.0,80.0,59.0,64.0,68.0,70.0,0.0,83.0,72.0,82.0,75.0,77.0,76.0
74.0,78.0,73.0,69.0,46.0,74.0,84.0,77.0,87.0,49.0,60.0,80.0,47.0,70.0,92.0,89.0,87.0,54.0,65.0,72.0,66.0,76.0,84.0,87.0,94.0,83.0,0.0,89.0,66.0,58.0,68.0,87.0
82.0,70.0,76.0,85.0,92.0,80.0,36.0,87.0,38.0,89.0,111.0,37.0,89.0,86.0,38.0,72.0,33.0,93.0,75.0,82.0,86.0,71.0,41.0,31.0,32.0,72.0,89.0,0.0,92.0,86.0,98.0,33.0
79.0,79.0,79.0,72.0,64.0,73.0,86.0,70.0,91.0,71.0,60.0,80.0,69.0,60.0,84.0,74.0,89.0,75.0,75.0,70.0,77.0,81.0,86.0,92.0,94.0,82.0,66.0,92.0,0.0,68.0,80.0,90.0
68.0,77.0,81.0,69.0,68.0,77.0,87.0,78.0,92.0,61.0,68.0,82.0,65.0,71.0,82.0,79.0,83.0,57.0,66.0,76.0,59.0,62.0,85.0,79.0,93.0,75.0,58.0,86.0,68.0,0.0,73.0,87.0
71.0,80.0,65.0,64.0,75.0,68.0,97.0,70.0,92.0,76.0,75.0,98.0,77.0,86.0,93.0,82.0,93.0,71.0,78.0,74.0,67.0,83.0,100.0,98.0,98.0,77.0,68.0,98.0,80.0,73.0,0.0,94.0
84.0,70.0,68.0,86.0,91.0,74.0,33.0,81.0,36.0,85.0,106.0,42.0,83.0,88.0,40.0,68.0,32.0,91.0,68.0,84.0,86.0,67.0,40.0,39.0,34.0,76.0,87.0,33.0,90.0,87.0,94.0,0.0
